@relation enfermedad

@attribute material_piso {'Cemento o firme','Madera, mosaico, loseta u otro recubrimiento',Tierra}
@attribute material_pared {'Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Madera o adobe','Panel de concreto o tabla roca','Cartón, hule, tela, llantas, lámina de cartón, carrizo, bambú, palma o tejamaní, embarro o bajareque','Lámina metálica, fibra de vidrio, plástico, mica o asbesto',Otro}
@attribute acabado_pared {Cemento,'Recubrimiento (pasta, yeso) sin pintura','Recubrimiento con pintura o tapiz',Ninguno,Otro}
@attribute material_techo {'Lámina metálica, fibra de vidrio, plástico, mica o asbesto','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Otro,'Cartón, hule, tela, llantas, lámina de cartón, carrizo, bambú, palma o tejamaní, embarro o bajareque','Madera o adobe','Panel de concreto o tabla roca'}
@attribute tipo_sanitario {'Excusado o sanitario sin conex','Excusado o sanitario con conex','Hoyo negro, pozo ciego o letri','No tiene servicio sanitario'}
@attribute drenaje {Sí,No}
@attribute enfermedad {No,Sí}

@data
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Ninguno,'Lámina metálica, fibra de vidrio, plástico, mica o asbesto','Excusado o sanitario sin conex',No,Sí
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Ninguno,'Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Hoyo negro, pozo ciego o letri',No,Sí
'Madera, mosaico, loseta u otro recubrimiento','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Recubrimiento (pasta, yeso) sin pintura','Panel de concreto o tabla roca','Excusado o sanitario con conex',Sí,No
'Cemento o firme','Madera o adobe',Cemento,'Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Hoyo negro, pozo ciego o letri',No,Sí
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Cemento,'Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario sin conex',No,No
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Ninguno,'Cartón, hule, tela, llantas, lámina de cartón, carrizo, bambú, palma o tejamaní, embarro o bajareque','Excusado o sanitario sin conex',No,Sí
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Cemento,'Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario sin conex',No,No
Tierra,'Madera o adobe',Ninguno,'Cartón, hule, tela, llantas, lámina de cartón, carrizo, bambú, palma o tejamaní, embarro o bajareque','Excusado o sanitario sin conex',Sí,Sí
Tierra,'Madera o adobe',Cemento,'Lámina metálica, fibra de vidrio, plástico, mica o asbesto','Excusado o sanitario con conex',Sí,No
'Madera, mosaico, loseta u otro recubrimiento','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Ninguno,'Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario sin conex',Sí,Sí
'Cemento o firme',Otro,'Recubrimiento con pintura o tapiz','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario sin conex',Sí,Sí
Tierra,'Madera o adobe',Ninguno,'Madera o adobe','Excusado o sanitario con conex',Sí,Sí
'Cemento o firme','Madera o adobe',Cemento,'Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario sin conex',Sí,Sí
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Ninguno,'Panel de concreto o tabla roca','Excusado o sanitario sin conex',Sí,Sí
'Madera, mosaico, loseta u otro recubrimiento','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Recubrimiento con pintura o tapiz','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario con conex',Sí,No
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Cemento,'Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Hoyo negro, pozo ciego o letri',No,No
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Otro,'Panel de concreto o tabla roca','Hoyo negro, pozo ciego o letri',No,Sí
'Madera, mosaico, loseta u otro recubrimiento','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Recubrimiento con pintura o tapiz','Panel de concreto o tabla roca','Excusado o sanitario con conex',Sí,No
'Madera, mosaico, loseta u otro recubrimiento','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Recubrimiento (pasta, yeso) sin pintura','Panel de concreto o tabla roca','Excusado o sanitario con conex',Sí,No
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Ninguno,'Lámina metálica, fibra de vidrio, plástico, mica o asbesto','Excusado o sanitario con conex',Sí,No
Tierra,'Madera o adobe',Ninguno,'Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario sin conex',No,Sí
'Cemento o firme','Madera o adobe',Cemento,'Lámina metálica, fibra de vidrio, plástico, mica o asbesto','Excusado o sanitario sin conex',No,Sí
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Recubrimiento con pintura o tapiz','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario con conex',Sí,No
'Cemento o firme','Madera o adobe',Cemento,'Cartón, hule, tela, llantas, lámina de cartón, carrizo, bambú, palma o tejamaní, embarro o bajareque','Excusado o sanitario sin conex',No,Sí
'Cemento o firme','Madera o adobe','Recubrimiento (pasta, yeso) sin pintura','Lámina metálica, fibra de vidrio, plástico, mica o asbesto','Excusado o sanitario con conex',Sí,No
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Ninguno,'Lámina metálica, fibra de vidrio, plástico, mica o asbesto','Excusado o sanitario con conex',No,Sí
'Madera, mosaico, loseta u otro recubrimiento','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Ninguno,'Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario con conex',Sí,No
Tierra,'Madera o adobe',Ninguno,'Lámina metálica, fibra de vidrio, plástico, mica o asbesto','Excusado o sanitario con conex',No,Sí
'Cemento o firme','Panel de concreto o tabla roca','Recubrimiento con pintura o tapiz','Panel de concreto o tabla roca','Excusado o sanitario con conex',Sí,No
'Cemento o firme','Madera o adobe',Ninguno,'Lámina metálica, fibra de vidrio, plástico, mica o asbesto','Hoyo negro, pozo ciego o letri',No,Sí
'Cemento o firme','Madera o adobe','Recubrimiento (pasta, yeso) sin pintura','Cartón, hule, tela, llantas, lámina de cartón, carrizo, bambú, palma o tejamaní, embarro o bajareque','Excusado o sanitario sin conex',Sí,Sí
'Madera, mosaico, loseta u otro recubrimiento','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Cemento,'Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario con conex',Sí,No
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Cemento,'Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario con conex',Sí,No
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Cemento,'Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario con conex',Sí,No
'Cemento o firme','Madera o adobe',Cemento,'Lámina metálica, fibra de vidrio, plástico, mica o asbesto','Hoyo negro, pozo ciego o letri',No,Sí
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Ninguno,'Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario con conex',Sí,No
'Cemento o firme','Madera o adobe',Ninguno,'Lámina metálica, fibra de vidrio, plástico, mica o asbesto','Hoyo negro, pozo ciego o letri',No,Sí
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Cemento,'Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario con conex',Sí,No
Tierra,'Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Cemento,'Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario sin conex',Sí,Sí
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Ninguno,'Lámina metálica, fibra de vidrio, plástico, mica o asbesto','Excusado o sanitario sin conex',Sí,Sí
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Cemento,'Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario con conex',Sí,No
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Recubrimiento con pintura o tapiz','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario con conex',Sí,No
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Ninguno,'Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario con conex',Sí,No
'Cemento o firme','Madera o adobe','Recubrimiento con pintura o tapiz','Lámina metálica, fibra de vidrio, plástico, mica o asbesto','Excusado o sanitario con conex',Sí,No
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Cemento,'Lámina metálica, fibra de vidrio, plástico, mica o asbesto','Hoyo negro, pozo ciego o letri',No,No
'Cemento o firme','Madera o adobe',Cemento,'Lámina metálica, fibra de vidrio, plástico, mica o asbesto','Hoyo negro, pozo ciego o letri',No,Sí
Tierra,'Madera o adobe',Ninguno,'Panel de concreto o tabla roca','Excusado o sanitario sin conex',Sí,Sí
'Cemento o firme','Panel de concreto o tabla roca','Recubrimiento con pintura o tapiz','Panel de concreto o tabla roca','Excusado o sanitario con conex',Sí,No
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Cemento,'Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario con conex',Sí,No
Tierra,'Madera o adobe','Recubrimiento (pasta, yeso) sin pintura','Lámina metálica, fibra de vidrio, plástico, mica o asbesto','Hoyo negro, pozo ciego o letri',No,Sí
'Cemento o firme','Madera o adobe',Ninguno,'Lámina metálica, fibra de vidrio, plástico, mica o asbesto','Hoyo negro, pozo ciego o letri',No,Sí
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Recubrimiento con pintura o tapiz','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario con conex',Sí,No
'Cemento o firme','Madera o adobe',Ninguno,'Cartón, hule, tela, llantas, lámina de cartón, carrizo, bambú, palma o tejamaní, embarro o bajareque','Excusado o sanitario sin conex',Sí,Sí
Tierra,'Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Ninguno,'Lámina metálica, fibra de vidrio, plástico, mica o asbesto','Excusado o sanitario sin conex',No,Sí
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Recubrimiento con pintura o tapiz','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario con conex',Sí,No
'Madera, mosaico, loseta u otro recubrimiento','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Recubrimiento con pintura o tapiz','Panel de concreto o tabla roca','Excusado o sanitario con conex',Sí,No
'Cemento o firme','Madera o adobe','Recubrimiento (pasta, yeso) sin pintura','Lámina metálica, fibra de vidrio, plástico, mica o asbesto','Excusado o sanitario sin conex',Sí,Sí
'Madera, mosaico, loseta u otro recubrimiento','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Recubrimiento (pasta, yeso) sin pintura','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario con conex',Sí,No
'Madera, mosaico, loseta u otro recubrimiento','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Recubrimiento (pasta, yeso) sin pintura','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario con conex',Sí,No
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Cemento,'Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario sin conex',No,No
Tierra,'Madera o adobe',Ninguno,'Lámina metálica, fibra de vidrio, plástico, mica o asbesto','Excusado o sanitario sin conex',Sí,Sí
'Madera, mosaico, loseta u otro recubrimiento','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Recubrimiento (pasta, yeso) sin pintura','Panel de concreto o tabla roca','Excusado o sanitario con conex',Sí,No
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Cemento,'Lámina metálica, fibra de vidrio, plástico, mica o asbesto','Excusado o sanitario con conex',Sí,No
'Madera, mosaico, loseta u otro recubrimiento','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Cemento,'Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario con conex',Sí,No
Tierra,'Madera o adobe',Ninguno,'Lámina metálica, fibra de vidrio, plástico, mica o asbesto','Hoyo negro, pozo ciego o letri',No,Sí
'Cemento o firme','Madera o adobe',Ninguno,'Lámina metálica, fibra de vidrio, plástico, mica o asbesto','Excusado o sanitario con conex',Sí,No
'Madera, mosaico, loseta u otro recubrimiento','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Recubrimiento con pintura o tapiz','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario con conex',No,Sí
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Recubrimiento con pintura o tapiz','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Hoyo negro, pozo ciego o letri',No,No
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Cemento,'Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario con conex',Sí,No
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Cemento,'Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario con conex',No,No
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Recubrimiento con pintura o tapiz','Cartón, hule, tela, llantas, lámina de cartón, carrizo, bambú, palma o tejamaní, embarro o bajareque','Excusado o sanitario sin conex',Sí,No
'Cemento o firme','Panel de concreto o tabla roca','Recubrimiento con pintura o tapiz','Panel de concreto o tabla roca','Excusado o sanitario con conex',Sí,No
'Madera, mosaico, loseta u otro recubrimiento','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Cemento,'Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario con conex',Sí,No
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Cemento,'Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario sin conex',Sí,No
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Recubrimiento (pasta, yeso) sin pintura','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario sin conex',No,No
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Cemento,'Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario con conex',Sí,No
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Ninguno,'Lámina metálica, fibra de vidrio, plástico, mica o asbesto','Excusado o sanitario con conex',Sí,No
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Cemento,'Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario con conex',Sí,No
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Ninguno,'Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario sin conex',Sí,Sí
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Cemento,'Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario sin conex',No,No
'Madera, mosaico, loseta u otro recubrimiento','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Recubrimiento con pintura o tapiz','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario con conex',Sí,No
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Cemento,'Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario con conex',Sí,No
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Cemento,'Panel de concreto o tabla roca','Excusado o sanitario sin conex',Sí,No
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Cemento,'Panel de concreto o tabla roca','Hoyo negro, pozo ciego o letri',No,No
'Cemento o firme','Madera o adobe',Cemento,'Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario sin conex',No,Sí
Tierra,Otro,'Recubrimiento (pasta, yeso) sin pintura','Cartón, hule, tela, llantas, lámina de cartón, carrizo, bambú, palma o tejamaní, embarro o bajareque','Excusado o sanitario sin conex',Sí,Sí
'Madera, mosaico, loseta u otro recubrimiento','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Recubrimiento con pintura o tapiz','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario con conex',Sí,No
Tierra,'Madera o adobe',Ninguno,'Lámina metálica, fibra de vidrio, plástico, mica o asbesto','Hoyo negro, pozo ciego o letri',No,Sí
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Recubrimiento con pintura o tapiz',Otro,'Excusado o sanitario sin conex',Sí,No
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Cemento,'Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario con conex',Sí,No
'Cemento o firme','Panel de concreto o tabla roca','Recubrimiento con pintura o tapiz','Panel de concreto o tabla roca','Excusado o sanitario con conex',Sí,No
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Cemento,'Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario con conex',Sí,No
'Cemento o firme','Madera o adobe',Cemento,'Lámina metálica, fibra de vidrio, plástico, mica o asbesto','Excusado o sanitario con conex',Sí,No
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Cemento,'Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario con conex',Sí,No
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Cemento,'Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Hoyo negro, pozo ciego o letri',No,No
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Recubrimiento con pintura o tapiz','Cartón, hule, tela, llantas, lámina de cartón, carrizo, bambú, palma o tejamaní, embarro o bajareque','Excusado o sanitario sin conex',No,No
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Cemento,'Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario con conex',Sí,No
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Recubrimiento con pintura o tapiz','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Hoyo negro, pozo ciego o letri',No,No
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Recubrimiento con pintura o tapiz','Lámina metálica, fibra de vidrio, plástico, mica o asbesto','Excusado o sanitario sin conex',Sí,No
'Madera, mosaico, loseta u otro recubrimiento','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Ninguno,'Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario con conex',Sí,No
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Ninguno,'Lámina metálica, fibra de vidrio, plástico, mica o asbesto','Excusado o sanitario sin conex',Sí,Sí
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Cemento,'Panel de concreto o tabla roca','Excusado o sanitario sin conex',Sí,No
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Ninguno,'Lámina metálica, fibra de vidrio, plástico, mica o asbesto','Excusado o sanitario con conex',Sí,No
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Cemento,'Lámina metálica, fibra de vidrio, plástico, mica o asbesto','Excusado o sanitario sin conex',No,No
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Recubrimiento con pintura o tapiz','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario con conex',Sí,No
Tierra,'Madera o adobe',Ninguno,'Lámina metálica, fibra de vidrio, plástico, mica o asbesto','Hoyo negro, pozo ciego o letri',No,Sí
'Madera, mosaico, loseta u otro recubrimiento','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Ninguno,'Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario con conex',Sí,No
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Recubrimiento con pintura o tapiz','Panel de concreto o tabla roca','Excusado o sanitario con conex',Sí,No
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Recubrimiento con pintura o tapiz','Panel de concreto o tabla roca','Excusado o sanitario con conex',No,No
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Cemento,'Panel de concreto o tabla roca','Excusado o sanitario con conex',Sí,No
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Recubrimiento con pintura o tapiz','Lámina metálica, fibra de vidrio, plástico, mica o asbesto','Excusado o sanitario sin conex',Sí,No
'Cemento o firme','Madera o adobe','Recubrimiento con pintura o tapiz','Lámina metálica, fibra de vidrio, plástico, mica o asbesto','Excusado o sanitario con conex',Sí,No
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Recubrimiento con pintura o tapiz','Lámina metálica, fibra de vidrio, plástico, mica o asbesto','Excusado o sanitario sin conex',No,No
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Recubrimiento con pintura o tapiz','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario con conex',No,No
'Cemento o firme','Madera o adobe','Recubrimiento (pasta, yeso) sin pintura','Lámina metálica, fibra de vidrio, plástico, mica o asbesto','Excusado o sanitario con conex',Sí,No
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Cemento,'Lámina metálica, fibra de vidrio, plástico, mica o asbesto','Excusado o sanitario con conex',Sí,No
'Cemento o firme','Madera o adobe','Recubrimiento (pasta, yeso) sin pintura','Lámina metálica, fibra de vidrio, plástico, mica o asbesto','Excusado o sanitario sin conex',Sí,Sí
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Recubrimiento (pasta, yeso) sin pintura','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario con conex',Sí,No
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Cemento,'Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario con conex',Sí,No
'Cemento o firme','Madera o adobe',Cemento,'Lámina metálica, fibra de vidrio, plástico, mica o asbesto','Excusado o sanitario sin conex',No,Sí
'Madera, mosaico, loseta u otro recubrimiento','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Recubrimiento con pintura o tapiz','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario con conex',No,Sí
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Recubrimiento con pintura o tapiz','Panel de concreto o tabla roca','Excusado o sanitario con conex',No,No
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Cemento,'Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Excusado o sanitario sin conex',No,No
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Otro,'Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)','Hoyo negro, pozo ciego o letri',No,Sí
'Cemento o firme','Tabique, ladrillo, tabicón, block, concreto monolítico, piedra o cemento (incluye cantera)',Otro,'Lámina metálica, fibra de vidrio, plástico, mica o asbesto','Hoyo negro, pozo ciego o letri',No,Sí
